Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Product,Category,Quantity,Unit_Price,Sales_Amount,Payment_Mode,Order_Status
ORD00200,2025-06-19,CUST0140,Sita,Pune,Maharashtra,Keyboard,Accessories,3,1637.21,4911.63,Debit Card,Returned
ORD00201,2025-06-23,CUST0096,Kavya,Kolkata,West Bengal,Mouse,Accessories,2,971.03,1942.06,Net Banking,Delivered
ORD00202,2025-02-10,CUST0221,Swathi,Delhi,Delhi,Office Chair,Furniture,1,8248.7,8248.7,Credit Card,Delivered
ORD00203,2025-06-01,CUST0157,Nikhil,Jaipur,Rajasthan,Smartwatch,Accessories,1,4580.07,4580.07,Cash on Delivery,Returned
ORD00204,2025-06-30,CUST0223,Vijay,Kolkata,West Bengal,Tablet,Electronics,2,17465.57,34931.14,UPI,Delivered
ORD00205,2025-12-14,CUST0082,Ravi,Hyderabad,Telangana,Backpack,Lifestyle,2,1750.79,3501.58,Credit Card,Returned
ORD00206,2025-05-01,CUST0188,Pooja,Kochi,Kerala,Backpack,Lifestyle,2,1632.53,3265.06,Net Banking,Delivered
ORD00207,2025-07-10,CUST0228,Arun,Kochi,Kerala,Laptop,Electronics,2,56969.68,113939.36,Cash on Delivery,Delivered
ORD00208,2025-05-08,CUST0059,Ravi,Chennai,Tamil Nadu,Office Chair,Furniture,1,8665.89,8665.89,Credit Card,Delivered
ORD00209,2025-05-14,CUST0229,Rahul,Ahmedabad,Gujarat,Office Chair,Furniture,1,9111.01,9111.01,Cash on Delivery,Delivered
ORD00210,2025-03-11,CUST0038,Nikhil,Pune,Maharashtra,Power Bank,Accessories,3,1497.36,4492.08,Credit Card,Delivered
ORD00211,2025-12-08,CUST0178,Arun,Ahmedabad,Gujarat,Mobile Phone,Electronics,3,24057.27,72171.81,Cash on Delivery,Delivered
ORD00212,2025-12-30,CUST0090,Pooja,Jaipur,Rajasthan,Smartwatch,Accessories,3,5351.36,16054.08,Cash on Delivery,Returned
ORD00213,2025-09-10,CUST0014,Pooja,Mumbai,Maharashtra,Mobile Phone,Electronics,5,23285.09,116425.45,Cash on Delivery,Delivered
ORD00214,2025-11-10,CUST0045,Arun,Kochi,Kerala,Keyboard,Accessories,1,1973.88,1973.88,Debit Card,Delivered
ORD00215,2025-10-22,CUST0038,Kiran,Kolkata,West Bengal,Power Bank,Accessories,2,1507.71,3015.42,Debit Card,Delivered
ORD00216,2025-10-10,CUST0094,Kiran,Hyderabad,Telangana,Monitor,Electronics,1,14048.61,14048.61,Net Banking,Delivered
ORD00217,2025-03-26,CUST0083,Amit,Jaipur,Rajasthan,Laptop,Electronics,3,55199.12,165597.36,Credit Card,Delivered
ORD00218,2025-04-11,CUST0283,Vijay,Delhi,Delhi,Office Chair,Furniture,3,9622.68,28868.04,Credit Card,Delivered
ORD00219,2025-10-31,CUST0298,Kiran,Pune,Maharashtra,Desk,Furniture,1,12006.18,12006.18,Credit Card,Delivered
ORD00220,2025-01-22,CUST0015,Arun,Kochi,Kerala,Power Bank,Accessories,3,1451.29,4353.87,UPI,Cancelled
ORD00221,2025-11-13,CUST0016,Kavya,Kochi,Kerala,Smartwatch,Accessories,2,5266.96,10533.92,Cash on Delivery,Delivered
ORD00222,2025-07-27,CUST0153,Nikhil,Pune,Maharashtra,Backpack,Lifestyle,4,1793.86,7175.44,UPI,Returned
ORD00223,2025-06-24,CUST0074,Amit,Bangalore,Karnataka,Tablet,Electronics,1,17943.3,17943.3,Debit Card,Delivered
ORD00224,2025-02-24,CUST0164,Neha,Delhi,Delhi,Mouse,Accessories,1,876.7,876.7,Net Banking,Cancelled
ORD00225,2025-05-29,CUST0197,Swathi,Hyderabad,Telangana,Smartwatch,Accessories,1,4640.88,4640.88,Net Banking,Delivered
ORD00226,2025-06-10,CUST0098,Anjali,Mumbai,Maharashtra,Tablet,Electronics,3,19561.51,58684.53,Net Banking,Returned
ORD00227,2025-02-16,CUST0202,Suresh,Jaipur,Rajasthan,Monitor,Electronics,1,13463.91,13463.91,Net Banking,Delivered
ORD00228,2025-09-11,CUST0241,Sneha,Mumbai,Maharashtra,Headphones,Accessories,2,2274.33,4548.66,Cash on Delivery,Delivered
ORD00229,2025-07-07,CUST0207,Pooja,Bangalore,Karnataka,Mobile Phone,Electronics,1,23682.81,23682.81,UPI,Returned
ORD00230,2025-05-28,CUST0038,Rohit,Kolkata,West Bengal,Laptop,Electronics,2,51641.21,103282.42,Cash on Delivery,Cancelled
ORD00231,2025-11-09,CUST0061,Kiran,Ahmedabad,Gujarat,Office Chair,Furniture,1,9880.36,9880.36,UPI,Returned
ORD00232,2025-03-15,CUST0102,Swathi,Kolkata,West Bengal,Keyboard,Accessories,2,1742.07,3484.14,Cash on Delivery,Delivered
ORD00233,2025-06-20,CUST0243,Suresh,Kolkata,West Bengal,Office Chair,Furniture,1,8170.05,8170.05,Net Banking,Returned
ORD00234,2025-06-13,CUST0084,Rohit,Chennai,Tamil Nadu,Desk,Furniture,3,11135.47,33406.41,Cash on Delivery,Cancelled
ORD00235,2025-09-08,CUST0289,Sneha,Pune,Maharashtra,Desk,Furniture,1,12787.89,12787.89,Net Banking,Cancelled
ORD00236,2025-10-26,CUST0158,Ravi,Bangalore,Karnataka,Keyboard,Accessories,1,1659.46,1659.46,Cash on Delivery,Delivered
ORD00237,2025-10-23,CUST0117,Priya,Ahmedabad,Gujarat,Smartwatch,Accessories,4,5282.9,21131.6,Cash on Delivery,Cancelled
ORD00238,2025-03-17,CUST0125,Priya,Ahmedabad,Gujarat,Tablet,Electronics,1,18796.26,18796.26,Cash on Delivery,Delivered
ORD00239,2025-07-31,CUST0105,Divya,Hyderabad,Telangana,Headphones,Accessories,1,2406.85,2406.85,Cash on Delivery,Delivered
ORD00240,2025-12-28,CUST0071,Suresh,Kochi,Kerala,Monitor,Electronics,3,14660.34,43981.02,Credit Card,Delivered
ORD00241,2025-06-10,CUST0089,Nikhil,Jaipur,Rajasthan,Keyboard,Accessories,5,1792.21,8961.05,Cash on Delivery,Delivered
ORD00242,2025-12-15,CUST0136,Swathi,Delhi,Delhi,Office Chair,Furniture,1,9489.58,9489.58,Net Banking,Returned
ORD00243,2025-05-28,CUST0107,Kavya,Mumbai,Maharashtra,Headphones,Accessories,1,2399.25,2399.25,Debit Card,Delivered
ORD00244,2025-05-21,CUST0148,Sita,Ahmedabad,Gujarat,Keyboard,Accessories,2,1956.41,3912.82,Cash on Delivery,Returned
ORD00245,2025-03-16,CUST0149,Priya,Jaipur,Rajasthan,Mouse,Accessories,3,881.02,2643.06,Debit Card,Delivered
ORD00246,2025-09-03,CUST0110,Rahul,Hyderabad,Telangana,Keyboard,Accessories,4,1856.15,7424.6,Cash on Delivery,Returned
ORD00247,2025-10-28,CUST0123,Neha,Pune,Maharashtra,Office Chair,Furniture,2,8347.09,16694.18,UPI,Cancelled
ORD00248,2025-06-19,CUST0242,Sita,Jaipur,Rajasthan,Headphones,Accessories,2,2276.25,4552.5,Credit Card,Delivered
ORD00249,2025-09-01,CUST0245,Rahul,Bangalore,Karnataka,Office Chair,Furniture,4,8384.29,33537.16,Debit Card,Returned
ORD00250,2025-11-30,CUST0294,Neha,Delhi,Delhi,Smartwatch,Accessories,2,5407.94,10815.88,Cash on Delivery,Delivered
ORD00251,2025-07-23,CUST0254,Anjali,Bangalore,Karnataka,Tablet,Electronics,1,19215.38,19215.38,Debit Card,Delivered
ORD00252,2025-05-26,CUST0233,Meena,Bangalore,Karnataka,Laptop,Electronics,1,56130.61,56130.61,Cash on Delivery,Delivered
ORD00253,2025-02-27,CUST0170,Anjali,Ahmedabad,Gujarat,Tablet,Electronics,3,17884.87,53654.61,Net Banking,Delivered
ORD00254,2025-10-18,CUST0099,Anjali,Pune,Maharashtra,Power Bank,Accessories,1,1570.99,1570.99,Cash on Delivery,Delivered
ORD00255,2025-02-18,CUST0095,Kiran,Kolkata,West Bengal,Mouse,Accessories,1,825.61,825.61,Net Banking,Returned
ORD00256,2025-05-17,CUST0169,Sneha,Delhi,Delhi,Headphones,Accessories,1,2441.79,2441.79,Cash on Delivery,Delivered
ORD00257,2025-02-01,CUST0061,Nikhil,Kochi,Kerala,Laptop,Electronics,1,53455.07,53455.07,Debit Card,Delivered
ORD00258,2025-06-09,CUST0061,Sneha,Chennai,Tamil Nadu,Mouse,Accessories,2,976.16,1952.32,Debit Card,Returned
ORD00259,2025-08-21,CUST0192,Divya,Kochi,Kerala,Headphones,Accessories,1,2316.78,2316.78,Cash on Delivery,Delivered
ORD00260,2025-12-15,CUST0042,Suresh,Ahmedabad,Gujarat,Office Chair,Furniture,3,9586.09,28758.27,Net Banking,Delivered
ORD00261,2025-02-01,CUST0281,Suresh,Jaipur,Rajasthan,Power Bank,Accessories,1,1625.17,1625.17,Credit Card,Delivered
ORD00262,2025-08-15,CUST0060,Rahul,Kochi,Kerala,Office Chair,Furniture,1,8690.61,8690.61,Cash on Delivery,Cancelled
ORD00263,2025-08-21,CUST0068,Suresh,Ahmedabad,Gujarat,Mobile Phone,Electronics,3,21760.12,65280.36,Net Banking,Delivered
ORD00264,2025-01-12,CUST0203,Vijay,Ahmedabad,Gujarat,Desk,Furniture,1,11909.71,11909.71,UPI,Delivered
ORD00265,2025-02-02,CUST0278,Priya,Mumbai,Maharashtra,Desk,Furniture,1,11816.87,11816.87,UPI,Returned
ORD00266,2025-11-25,CUST0216,Pooja,Ahmedabad,Gujarat,Laptop,Electronics,1,51479.79,51479.79,Net Banking,Delivered
ORD00267,2025-10-04,CUST0069,Pooja,Ahmedabad,Gujarat,Mouse,Accessories,1,932.89,932.89,UPI,Returned
ORD00268,2025-01-02,CUST0012,Sneha,Chennai,Tamil Nadu,Office Chair,Furniture,1,8329.22,8329.22,Net Banking,Delivered
ORD00269,2025-08-24,CUST0178,Kiran,Jaipur,Rajasthan,Mouse,Accessories,1,958.2,958.2,Debit Card,Delivered
ORD00270,2025-08-03,CUST0009,Neha,Mumbai,Maharashtra,Power Bank,Accessories,2,1359.67,2719.34,Credit Card,Returned
ORD00271,2025-12-27,CUST0025,Neha,Hyderabad,Telangana,Mobile Phone,Electronics,2,21764.34,43528.68,UPI,Returned
ORD00272,2025-03-13,CUST0258,Sneha,Kolkata,West Bengal,Monitor,Electronics,1,13208.35,13208.35,Credit Card,Delivered
ORD00273,2025-05-02,CUST0155,Kiran,Kochi,Kerala,Keyboard,Accessories,2,1898.11,3796.22,Cash on Delivery,Delivered
ORD00274,2025-03-31,CUST0219,Meena,Mumbai,Maharashtra,Mouse,Accessories,1,820.97,820.97,Net Banking,Cancelled
ORD00275,2025-06-13,CUST0214,Divya,Bangalore,Karnataka,Keyboard,Accessories,4,1861.68,7446.72,Credit Card,Cancelled
ORD00276,2025-04-26,CUST0154,Kiran,Pune,Maharashtra,Mouse,Accessories,1,906.83,906.83,Net Banking,Delivered
ORD00277,2025-03-10,CUST0199,Neha,Bangalore,Karnataka,Office Chair,Furniture,1,8849.71,8849.71,Debit Card,Cancelled
ORD00278,2025-02-17,CUST0275,Rahul,Mumbai,Maharashtra,Keyboard,Accessories,2,1952.0,3904.0,UPI,Delivered
ORD00279,2025-04-07,CUST0287,Rahul,Pune,Maharashtra,Mouse,Accessories,2,918.53,1837.06,Net Banking,Delivered
ORD00280,2025-04-08,CUST0061,Kavya,Mumbai,Maharashtra,Keyboard,Accessories,1,1947.24,1947.24,Credit Card,Delivered
ORD00281,2025-06-14,CUST0145,Rohit,Kochi,Kerala,Power Bank,Accessories,1,1624.54,1624.54,Net Banking,Cancelled
ORD00282,2025-09-12,CUST0239,Sita,Jaipur,Rajasthan,Backpack,Lifestyle,1,1714.16,1714.16,Net Banking,Cancelled
ORD00283,2025-04-24,CUST0075,Ravi,Delhi,Delhi,Headphones,Accessories,1,2456.97,2456.97,Debit Card,Cancelled
ORD00284,2025-04-11,CUST0169,Neha,Jaipur,Rajasthan,Desk,Furniture,2,11802.19,23604.38,Net Banking,Delivered
ORD00285,2025-06-22,CUST0132,Kavya,Kochi,Kerala,Headphones,Accessories,1,2577.3,2577.3,Net Banking,Returned
ORD00286,2025-10-07,CUST0251,Anjali,Ahmedabad,Gujarat,Tablet,Electronics,2,17467.83,34935.66,Cash on Delivery,Delivered
ORD00287,2025-01-25,CUST0004,Divya,Bangalore,Karnataka,Office Chair,Furniture,1,9624.06,9624.06,Credit Card,Returned
ORD00288,2025-08-22,CUST0192,Priya,Mumbai,Maharashtra,Mobile Phone,Electronics,2,19840.22,39680.44,Cash on Delivery,Cancelled
ORD00289,2025-10-10,CUST0211,Ravi,Kochi,Kerala,Monitor,Electronics,2,12644.05,25288.1,UPI,Cancelled
ORD00290,2025-09-15,CUST0221,Anjali,Jaipur,Rajasthan,Power Bank,Accessories,1,1643.24,1643.24,UPI,Delivered
ORD00291,2025-05-10,CUST0182,Vijay,Hyderabad,Telangana,Office Chair,Furniture,1,8445.48,8445.48,Net Banking,Cancelled
ORD00292,2025-12-23,CUST0116,Sneha,Hyderabad,Telangana,Keyboard,Accessories,4,1785.24,7140.96,UPI,Delivered
ORD00293,2025-01-29,CUST0005,Anjali,Bangalore,Karnataka,Mobile Phone,Electronics,1,21459.55,21459.55,UPI,Delivered
ORD00294,2025-09-28,CUST0022,Neha,Ahmedabad,Gujarat,Mouse,Accessories,2,869.63,1739.26,Credit Card,Delivered
ORD00295,2025-05-24,CUST0279,Aditya,Kochi,Kerala,Monitor,Electronics,1,15187.65,15187.65,UPI,Returned
ORD00296,2025-12-31,CUST0204,Arun,Chennai,Tamil Nadu,Keyboard,Accessories,1,1694.58,1694.58,Debit Card,Delivered
ORD00297,2025-12-13,CUST0277,Amit,Chennai,Tamil Nadu,Desk,Furniture,1,12803.16,12803.16,Net Banking,Delivered
ORD00298,2025-01-28,CUST0051,Divya,Chennai,Tamil Nadu,Power Bank,Accessories,2,1500.24,3000.48,Credit Card,Delivered
ORD00299,2025-07-23,CUST0168,Ravi,Hyderabad,Telangana,Keyboard,Accessories,2,1840.99,3681.98,Debit Card,Cancelled
ORD00300,2025-08-10,CUST0096,Aditya,Ahmedabad,Gujarat,Monitor,Electronics,1,14148.51,14148.51,Net Banking,Delivered
ORD00301,2025-02-12,CUST0138,Kiran,Hyderabad,Telangana,Desk,Furniture,1,11391.48,11391.48,Net Banking,Delivered
ORD00302,2025-01-03,CUST0158,Nikhil,Chennai,Tamil Nadu,Power Bank,Accessories,1,1458.21,1458.21,Debit Card,Delivered
ORD00303,2025-10-13,CUST0285,Suresh,Pune,Maharashtra,Mobile Phone,Electronics,1,20624.52,20624.52,Net Banking,Delivered
ORD00304,2025-11-03,CUST0167,Rohit,Hyderabad,Telangana,Laptop,Electronics,1,55596.42,55596.42,UPI,Cancelled
ORD00305,2025-05-05,CUST0293,Suresh,Pune,Maharashtra,Mouse,Accessories,1,825.25,825.25,Credit Card,Cancelled
ORD00306,2025-03-16,CUST0033,Anjali,Kolkata,West Bengal,Tablet,Electronics,1,17284.07,17284.07,Net Banking,Delivered
ORD00307,2025-05-09,CUST0127,Kavya,Pune,Maharashtra,Mouse,Accessories,1,950.88,950.88,Cash on Delivery,Delivered
ORD00308,2025-07-22,CUST0171,Swathi,Kochi,Kerala,Headphones,Accessories,1,2317.74,2317.74,Net Banking,Delivered
ORD00309,2025-11-01,CUST0070,Sneha,Delhi,Delhi,Monitor,Electronics,1,14883.33,14883.33,Debit Card,Returned
ORD00310,2025-06-13,CUST0150,Kavya,Kochi,Kerala,Power Bank,Accessories,1,1444.25,1444.25,Cash on Delivery,Delivered
ORD00311,2025-07-06,CUST0059,Aditya,Mumbai,Maharashtra,Keyboard,Accessories,1,1913.94,1913.94,Credit Card,Delivered
ORD00312,2025-08-25,CUST0108,Nikhil,Kochi,Kerala,Office Chair,Furniture,1,9481.71,9481.71,Debit Card,Delivered
ORD00313,2025-05-04,CUST0130,Kiran,Hyderabad,Telangana,Mouse,Accessories,2,835.05,1670.1,Net Banking,Delivered
ORD00314,2025-07-25,CUST0274,Suresh,Kolkata,West Bengal,Mobile Phone,Electronics,1,22430.91,22430.91,Net Banking,Cancelled
ORD00315,2025-11-01,CUST0044,Sita,Jaipur,Rajasthan,Laptop,Electronics,2,53454.82,106909.64,Credit Card,Cancelled
ORD00316,2025-12-13,CUST0205,Amit,Delhi,Delhi,Tablet,Electronics,2,16359.47,32718.94,Net Banking,Returned
ORD00317,2025-09-23,CUST0286,Aditya,Hyderabad,Telangana,Laptop,Electronics,1,51942.01,51942.01,Cash on Delivery,Returned
ORD00318,2025-10-29,CUST0257,Kiran,Mumbai,Maharashtra,Monitor,Electronics,1,13896.58,13896.58,Debit Card,Returned
ORD00319,2025-03-01,CUST0073,Pooja,Bangalore,Karnataka,Monitor,Electronics,1,13764.73,13764.73,Debit Card,Delivered
ORD00320,2025-09-01,CUST0050,Nikhil,Delhi,Delhi,Monitor,Electronics,2,14059.12,28118.24,Net Banking,Delivered
ORD00321,2025-01-12,CUST0176,Sita,Delhi,Delhi,Mobile Phone,Electronics,1,23364.82,23364.82,Credit Card,Delivered
ORD00322,2025-08-07,CUST0237,Neha,Mumbai,Maharashtra,Office Chair,Furniture,1,8388.24,8388.24,Net Banking,Cancelled
ORD00323,2025-11-11,CUST0102,Nikhil,Chennai,Tamil Nadu,Tablet,Electronics,2,17755.68,35511.36,Cash on Delivery,Delivered
ORD00324,2025-12-27,CUST0033,Aditya,Kolkata,West Bengal,Mouse,Accessories,1,848.66,848.66,UPI,Delivered
ORD00325,2025-05-15,CUST0251,Suresh,Jaipur,Rajasthan,Tablet,Electronics,1,16909.47,16909.47,Debit Card,Delivered
ORD00326,2025-06-30,CUST0235,Swathi,Kochi,Kerala,Mouse,Accessories,2,915.66,1831.32,Credit Card,Delivered
ORD00327,2025-03-02,CUST0123,Sneha,Pune,Maharashtra,Desk,Furniture,2,12413.06,24826.12,UPI,Delivered
ORD00328,2025-11-02,CUST0071,Aditya,Chennai,Tamil Nadu,Keyboard,Accessories,2,1803.9,3607.8,Net Banking,Delivered
ORD00329,2025-03-30,CUST0285,Anjali,Kolkata,West Bengal,Tablet,Electronics,1,18134.57,18134.57,Net Banking,Returned
ORD00330,2025-01-28,CUST0184,Ravi,Pune,Maharashtra,Tablet,Electronics,1,19231.15,19231.15,Net Banking,Cancelled
ORD00331,2025-12-01,CUST0254,Divya,Chennai,Tamil Nadu,Headphones,Accessories,3,2731.91,8195.73,Net Banking,Cancelled
ORD00332,2025-10-17,CUST0016,Neha,Kolkata,West Bengal,Power Bank,Accessories,3,1496.61,4489.83,Debit Card,Delivered
ORD00333,2025-10-17,CUST0254,Meena,Bangalore,Karnataka,Smartwatch,Accessories,1,4788.67,4788.67,Cash on Delivery,Delivered
ORD00334,2025-10-05,CUST0022,Nikhil,Hyderabad,Telangana,Desk,Furniture,1,12660.27,12660.27,Cash on Delivery,Delivered
ORD00335,2025-06-02,CUST0017,Nikhil,Mumbai,Maharashtra,Mouse,Accessories,1,959.41,959.41,Debit Card,Delivered
ORD00336,2025-04-18,CUST0180,Swathi,Delhi,Delhi,Mobile Phone,Electronics,1,24173.41,24173.41,Net Banking,Delivered
ORD00337,2025-01-31,CUST0292,Pooja,Chennai,Tamil Nadu,Desk,Furniture,1,11295.89,11295.89,Cash on Delivery,Delivered
ORD00338,2025-05-30,CUST0149,Aditya,Pune,Maharashtra,Desk,Furniture,1,11576.77,11576.77,Debit Card,Returned
ORD00339,2025-01-31,CUST0142,Kiran,Jaipur,Rajasthan,Backpack,Lifestyle,3,1668.81,5006.43,Credit Card,Delivered
ORD00340,2025-07-21,CUST0251,Kiran,Mumbai,Maharashtra,Tablet,Electronics,2,19182.53,38365.06,Cash on Delivery,Returned
ORD00341,2025-02-17,CUST0207,Suresh,Pune,Maharashtra,Backpack,Lifestyle,1,1782.72,1782.72,Debit Card,Returned
ORD00342,2025-02-17,CUST0235,Pooja,Delhi,Delhi,Monitor,Electronics,4,13516.41,54065.64,UPI,Delivered
ORD00343,2025-09-11,CUST0138,Amit,Jaipur,Rajasthan,Mouse,Accessories,1,887.34,887.34,Debit Card,Delivered
ORD00344,2025-06-25,CUST0025,Priya,Delhi,Delhi,Office Chair,Furniture,2,9119.06,18238.12,UPI,Delivered
ORD00345,2025-08-22,CUST0001,Divya,Ahmedabad,Gujarat,Laptop,Electronics,1,58934.17,58934.17,Credit Card,Delivered
ORD00346,2025-02-17,CUST0185,Vijay,Chennai,Tamil Nadu,Backpack,Lifestyle,1,1934.79,1934.79,UPI,Delivered
ORD00347,2025-11-17,CUST0157,Neha,Delhi,Delhi,Backpack,Lifestyle,3,1679.59,5038.77,Net Banking,Delivered
ORD00348,2025-03-09,CUST0116,Suresh,Hyderabad,Telangana,Power Bank,Accessories,1,1414.03,1414.03,Net Banking,Delivered
ORD00349,2025-12-22,CUST0068,Kavya,Bangalore,Karnataka,Laptop,Electronics,2,58488.2,116976.4,UPI,Delivered
ORD00350,2025-06-10,CUST0189,Sneha,Mumbai,Maharashtra,Mouse,Accessories,1,955.07,955.07,Credit Card,Delivered
ORD00351,2025-09-29,CUST0289,Ravi,Kolkata,West Bengal,Tablet,Electronics,2,18637.69,37275.38,Cash on Delivery,Delivered
ORD00352,2025-03-19,CUST0211,Swathi,Chennai,Tamil Nadu,Monitor,Electronics,1,13196.56,13196.56,Net Banking,Returned
ORD00353,2025-10-29,CUST0197,Pooja,Mumbai,Maharashtra,Mobile Phone,Electronics,3,20416.06,61248.18,Net Banking,Delivered
ORD00354,2025-10-11,CUST0146,Ravi,Delhi,Delhi,Tablet,Electronics,1,18520.63,18520.63,Debit Card,Delivered
ORD00355,2025-06-01,CUST0028,Neha,Mumbai,Maharashtra,Office Chair,Furniture,2,8439.56,16879.12,Net Banking,Delivered
ORD00356,2025-09-28,CUST0007,Pooja,Kolkata,West Bengal,Mobile Phone,Electronics,1,22607.56,22607.56,Debit Card,Delivered
ORD00357,2025-10-07,CUST0089,Kavya,Chennai,Tamil Nadu,Mouse,Accessories,3,912.31,2736.93,UPI,Delivered
ORD00358,2025-01-31,CUST0204,Suresh,Bangalore,Karnataka,Desk,Furniture,1,11429.24,11429.24,Debit Card,Delivered
ORD00359,2025-10-02,CUST0276,Swathi,Jaipur,Rajasthan,Mouse,Accessories,1,882.41,882.41,Credit Card,Returned
ORD00360,2025-03-21,CUST0275,Amit,Pune,Maharashtra,Mobile Phone,Electronics,1,22049.74,22049.74,Net Banking,Delivered
ORD00361,2025-02-03,CUST0159,Divya,Kochi,Kerala,Backpack,Lifestyle,2,1853.94,3707.88,Credit Card,Returned
ORD00362,2025-11-10,CUST0029,Sneha,Bangalore,Karnataka,Headphones,Accessories,1,2467.24,2467.24,Credit Card,Delivered
ORD00363,2025-09-12,CUST0178,Suresh,Hyderabad,Telangana,Laptop,Electronics,2,57216.5,114433.0,Cash on Delivery,Delivered
ORD00364,2025-03-02,CUST0016,Amit,Pune,Maharashtra,Tablet,Electronics,1,18899.19,18899.19,Net Banking,Delivered
ORD00365,2025-11-18,CUST0040,Kavya,Pune,Maharashtra,Office Chair,Furniture,1,9382.18,9382.18,Net Banking,Cancelled
ORD00366,2025-07-08,CUST0081,Vijay,Jaipur,Rajasthan,Keyboard,Accessories,1,1929.37,1929.37,UPI,Delivered
ORD00367,2025-01-02,CUST0023,Ravi,Kochi,Kerala,Backpack,Lifestyle,2,1702.23,3404.46,Credit Card,Cancelled
ORD00368,2025-01-19,CUST0284,Divya,Bangalore,Karnataka,Monitor,Electronics,1,15176.63,15176.63,Credit Card,Delivered
ORD00369,2025-02-09,CUST0293,Pooja,Delhi,Delhi,Headphones,Accessories,1,2610.14,2610.14,UPI,Delivered
ORD00370,2025-01-24,CUST0206,Arun,Jaipur,Rajasthan,Backpack,Lifestyle,3,1684.56,5053.68,Net Banking,Cancelled
ORD00371,2025-07-08,CUST0103,Sneha,Pune,Maharashtra,Smartwatch,Accessories,1,5053.09,5053.09,Cash on Delivery,Delivered
ORD00372,2025-09-10,CUST0101,Meena,Pune,Maharashtra,Power Bank,Accessories,2,1489.18,2978.36,Credit Card,Cancelled
ORD00373,2025-06-27,CUST0005,Amit,Chennai,Tamil Nadu,Laptop,Electronics,4,49763.01,199052.04,UPI,Cancelled
ORD00374,2025-05-02,CUST0215,Kavya,Kolkata,West Bengal,Power Bank,Accessories,2,1381.18,2762.36,UPI,Cancelled
ORD00375,2025-09-24,CUST0212,Pooja,Chennai,Tamil Nadu,Power Bank,Accessories,1,1363.17,1363.17,Net Banking,Delivered
ORD00376,2025-02-08,CUST0291,Priya,Hyderabad,Telangana,Desk,Furniture,1,11120.43,11120.43,Net Banking,Delivered
ORD00377,2025-12-25,CUST0168,Amit,Chennai,Tamil Nadu,Headphones,Accessories,1,2675.46,2675.46,Net Banking,Delivered
ORD00378,2025-02-25,CUST0080,Sita,Pune,Maharashtra,Headphones,Accessories,1,2351.36,2351.36,Credit Card,Cancelled
ORD00379,2025-04-17,CUST0232,Sneha,Ahmedabad,Gujarat,Monitor,Electronics,1,12938.06,12938.06,Net Banking,Delivered
ORD00380,2025-12-27,CUST0021,Rahul,Pune,Maharashtra,Mobile Phone,Electronics,1,23353.43,23353.43,Debit Card,Delivered
ORD00381,2025-09-20,CUST0026,Sneha,Chennai,Tamil Nadu,Mobile Phone,Electronics,2,24060.96,48121.92,Debit Card,Delivered
ORD00382,2025-10-09,CUST0128,Sita,Chennai,Tamil Nadu,Laptop,Electronics,4,58900.61,235602.44,Net Banking,Cancelled
ORD00383,2025-03-08,CUST0102,Rohit,Hyderabad,Telangana,Tablet,Electronics,1,16422.01,16422.01,Debit Card,Delivered
ORD00384,2025-01-12,CUST0034,Rahul,Hyderabad,Telangana,Desk,Furniture,2,13001.83,26003.66,Net Banking,Delivered
ORD00385,2025-03-04,CUST0022,Nikhil,Chennai,Tamil Nadu,Mobile Phone,Electronics,3,23449.17,70347.51,UPI,Delivered
ORD00386,2025-01-16,CUST0196,Divya,Chennai,Tamil Nadu,Desk,Furniture,1,12538.63,12538.63,Credit Card,Delivered
ORD00387,2025-03-18,CUST0018,Swathi,Delhi,Delhi,Headphones,Accessories,3,2387.49,7162.47,Cash on Delivery,Delivered
ORD00388,2025-09-03,CUST0032,Arun,Kochi,Kerala,Headphones,Accessories,2,2499.45,4998.9,Debit Card,Cancelled
ORD00389,2025-05-08,CUST0279,Ravi,Kolkata,West Bengal,Tablet,Electronics,1,18513.55,18513.55,Net Banking,Cancelled
ORD00390,2025-09-15,CUST0165,Rohit,Delhi,Delhi,Monitor,Electronics,1,13957.1,13957.1,Debit Card,Cancelled
ORD00391,2025-01-30,CUST0242,Suresh,Chennai,Tamil Nadu,Laptop,Electronics,1,51909.22,51909.22,Debit Card,Delivered
ORD00392,2025-05-04,CUST0137,Meena,Kochi,Kerala,Headphones,Accessories,4,2300.07,9200.28,UPI,Returned
ORD00393,2025-03-30,CUST0091,Neha,Mumbai,Maharashtra,Desk,Furniture,3,12713.74,38141.22,Cash on Delivery,Delivered
ORD00394,2025-12-27,CUST0181,Aditya,Delhi,Delhi,Power Bank,Accessories,2,1624.19,3248.38,Cash on Delivery,Delivered
ORD00395,2025-10-05,CUST0159,Anjali,Chennai,Tamil Nadu,Desk,Furniture,4,12808.07,51232.28,Net Banking,Delivered
ORD00396,2025-09-27,CUST0245,Ravi,Bangalore,Karnataka,Mobile Phone,Electronics,1,22447.32,22447.32,Debit Card,Delivered
ORD00397,2025-06-15,CUST0031,Ravi,Kochi,Kerala,Headphones,Accessories,3,2420.38,7261.14,Credit Card,Delivered
ORD00398,2025-07-06,CUST0038,Pooja,Kochi,Kerala,Power Bank,Accessories,3,1582.31,4746.93,Net Banking,Cancelled
ORD00399,2025-08-12,CUST0250,Amit,Kochi,Kerala,Mobile Phone,Electronics,1,21219.45,21219.45,Credit Card,Delivered
